split,writer_id,sample_count,feat__offset_count__median,feat__offset_count__iqr,feat__draw_segment_count__median,feat__draw_segment_count__iqr,feat__relocation_count__median,feat__relocation_count__iqr,feat__draw_run_count__median,feat__draw_run_count__iqr,feat__draw_fraction__median,feat__draw_fraction__iqr,feat__pen_lift_ratio__median,feat__pen_lift_ratio__iqr,feat__mean_draw_run_length__median,feat__mean_draw_run_length__iqr,feat__mean_draw_length_norm__median,feat__mean_draw_length_norm__iqr,feat__median_draw_length_norm__median,feat__median_draw_length_norm__iqr,feat__mean_relocation_length_norm__median,feat__mean_relocation_length_norm__iqr,feat__relocation_to_draw_ratio__median,feat__relocation_to_draw_ratio__iqr,feat__bbox_width__median,feat__bbox_width__iqr,feat__bbox_height__median,feat__bbox_height__iqr,feat__aspect_ratio__median,feat__aspect_ratio__iqr,feat__ink_density__median,feat__ink_density__iqr,feat__normalized_draw_path_length__median,feat__normalized_draw_path_length__iqr,feat__horizontal_motion_ratio__median,feat__horizontal_motion_ratio__iqr,feat__vertical_motion_ratio__median,feat__vertical_motion_ratio__iqr,feat__path_efficiency__median,feat__path_efficiency__iqr,feat__baseline_slope__median,feat__baseline_slope__iqr,feat__slant_proxy__median,feat__slant_proxy__iqr,feat__mean_abs_turn__median,feat__mean_abs_turn__iqr,feat__sharp_turn_ratio__median,feat__sharp_turn_ratio__iqr,assigned_cluster_id,pca_x,pca_y
train,123469,87,70.0,49.0,70.0,49.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,66.0,43.5,0.03700624406337738,0.025282355025410652,0.03363363817334175,0.019278732128441334,0.0,0.0,0.0,0.0,103.0,64.0,39.0,29.5,2.6666666666666665,2.250145410834077,0.082175212909113,0.03825459269455997,2.6668724329898845,0.5586450306845614,0.543391227722168,0.10624213516712189,0.7063493132591248,0.0874398946762085,0.3113232942693305,0.12984813743450868,-0.021178098317627583,0.09733255244512984,0.0,0.2499375194311142,0.5489334986533647,0.0458900653605121,0.05217391304347826,0.03131176999101528,1,10.247226556059767,-1.2604339777484508
train,123470,203,81.0,69.0,79.0,65.0,3.0,3.0,4.0,3.0,0.963855421686747,0.022184924763991032,0.0375,0.023930594101852477,19.4,8.159090909090907,0.041223663836717606,0.026990827172994614,0.03737906366586685,0.023564773611724377,0.1855403035879135,0.1647094264626503,0.2132874084410913,0.20417116651386527,90.0,86.0,52.0,21.0,1.8,1.2195457159286947,0.06868059794108072,0.029329449878913352,2.963417455116959,0.6875694573363509,0.4570867717266083,0.11166231334209442,0.7523889541625977,0.0852842926979065,0.26724246426502773,0.08679033752812387,0.03990857887225062,0.1521234485506637,0.0,0.14283673465251923,0.47726686419667425,0.06784530338438022,0.03773584905660377,0.02562509767151118,3,-0.5484215487544363,1.6659824308180489
train,123471,103,80.0,44.5,80.0,45.0,1.0,2.0,2.0,2.0,0.9880952380952381,0.017125292740046927,0.012048192771084338,0.017424242424242425,41.5,24.0,0.04280572757124901,0.01947661302983761,0.03714556619524956,0.02035751659423113,0.1189054474234581,0.21962054818868637,0.05077752191693576,0.09534684545497518,119.0,76.0,81.0,56.0,1.402061855670103,0.9093141469792847,0.05233744028452281,0.03185588328993055,3.285646445826953,0.5791088683531971,0.44486764073371887,0.08009710907936096,0.7892991304397583,0.0640401542186737,0.21760070177511326,0.07418829134139415,0.008790102630221999,0.2335005226737486,0.0,0.0,0.5263926376730709,0.08506504346568983,0.0547945205479452,0.025027745136440793,2,5.2355705327038615,2.005731314549304
train,123472,210,71.5,45.75,68.0,44.75,3.0,3.0,4.0,3.0,0.9530330882352941,0.02045919527165263,0.049281521959117586,0.0225,16.0,5.5,0.035313522443175316,0.02181477379053831,0.031601015478372574,0.01782867545261979,0.15909681469202042,0.11483561061322689,0.23344483002167504,0.15466510837480285,95.0,59.75,34.5,20.0,2.495454545454545,1.57156123446446,0.07386446030168999,0.030238488502698085,2.3640534164118563,0.4580009481346603,0.5759002566337585,0.09357601404190063,0.6447994410991669,0.07803219556808472,0.3574957847329059,0.09614695071556534,0.01312687251669837,0.11526968537216142,0.0,0.0,0.5335604315630524,0.08073654386791124,0.05011415525114155,0.029949909430335285,3,-1.5876096756556846,-0.6763869777964568
train,123474,141,68.0,51.0,66.0,52.0,3.0,2.0,4.0,2.0,0.9565217391304348,0.025563909774436122,0.045454545454545456,0.027997364953886696,16.5,7.166666666666666,0.048961903899908066,0.03893687203526497,0.04094574600458145,0.029137587174773216,0.10132477432489395,0.1465531513094902,0.10796598490976769,0.11018938122273275,70.0,62.0,39.0,16.0,1.9333333333333333,1.424812030075188,0.09953650605682772,0.03749043470343563,3.2165327354054467,0.5455150851408113,0.5739195942878723,0.10471558570861816,0.7243881821632385,0.08282101154327393,0.2494697569361884,0.05566945877279886,-0.020110696842144615,0.15852182705066153,0.0,0.0,0.6394906676545435,0.0752179974218915,0.10666666666666667,0.03409090909090909,0,0.13731221749653388,-3.770367662452292
train,123475,106,55.5,59.25,52.5,55.75,3.0,4.0,4.0,4.0,0.9398795180722892,0.025283751493428874,0.06396617566830332,0.02870651204281891,11.791666666666668,3.4821428571428577,0.04982342757284641,0.04597513936460018,0.03906422480940819,0.03528224537149072,0.20168907195329666,0.16906683892011642,0.31789754836805023,0.21280369148560815,46.0,39.5,44.0,19.5,1.2355555555555555,0.7871130893829102,0.08209611674756657,0.04642526789023263,2.6120193106621645,0.4842170224764355,0.3846382051706314,0.12563933432102203,0.7930455207824707,0.09140698611736298,0.27629045667726215,0.08081437058505642,-0.030610873107087322,0.2527550867664086,0.0,0.0,0.7606722125884124,0.10220953582594905,0.10526315789473684,0.05360360360360361,0,-3.072226892835652,-5.646483694402975
train,123476,114,81.5,65.25,79.0,62.5,1.0,2.0,2.0,2.0,0.9897433200084158,0.021239136949355752,0.010362972508591065,0.021700031279324367,44.33333333333333,38.35,0.04008566774427891,0.027624270878732204,0.03612729348242283,0.020317276939749718,0.1374296247959137,0.22800353914499283,0.05250089897309628,0.11168779733770758,96.5,74.5,57.0,29.75,1.9117342982682863,1.3065229612971951,0.07166699301072335,0.03475718857725489,3.2555269045309156,0.8250149927706301,0.49319928884506226,0.08380186557769775,0.7675400376319885,0.0629420280456543,0.21392818526005408,0.06352571214156033,-0.07546658944928342,0.15671393142663487,0.0,0.0,0.5274163692160119,0.0671978949398136,0.05805527468823728,0.02728112513068759,2,6.07345926119616,1.3451431272261831
train,123478,147,60.0,55.0,58.0,54.5,2.0,2.0,3.0,2.0,0.9722222222222222,0.024985336211285736,0.02857142857142857,0.026476927375389467,22.5,14.366666666666664,0.04618866369128227,0.03192770201712847,0.041901472955942154,0.027396446093916893,0.17835348844528198,0.14141153544187546,0.13536056545403732,0.17419377605208394,90.0,69.0,50.0,24.5,1.9137931034482758,1.2211282276995306,0.059212978240440875,0.025560139711411786,2.5995208469889852,0.3962131511255942,0.5064003467559814,0.09913647174835205,0.7099166512489319,0.08102500438690186,0.3034178029006548,0.0802447620987018,0.02049253586067061,0.14020943920417406,0.0,0.0,0.603388495983616,0.0773404116163382,0.07,0.033555595068752955,0,0.46584026433101966,-2.041816672098846
train,123479,140,93.0,60.5,90.0,56.5,3.0,2.0,4.0,2.0,0.9598206278026906,0.01393139417332967,0.0418613707165109,0.015092911577408913,19.46666666666667,6.5625,0.03905150108039379,0.02238604472950101,0.03697624057531357,0.01606521336361766,0.17283136397600174,0.11216400004923344,0.20016114950732827,0.11483533451305142,101.0,70.0,54.0,20.0,1.8603521554341227,1.2368093356745686,0.07091024312106045,0.017692512328681603,3.314839344217601,0.7182800178498208,0.46050548553466797,0.09790915995836258,0.7675008177757263,0.06990261375904083,0.2302551206894115,0.07954587519443027,-0.033565197250616526,0.10902594298543139,0.0,0.0,0.5392613549955094,0.0568440918502926,0.05474525474525474,0.029918959063349244,3,0.3770829621952421,1.7416730555863922
train,123481,99,63.0,46.5,60.0,43.5,2.0,3.0,3.0,3.0,0.961038961038961,0.017889740781307117,0.04054054054054054,0.019382911392405063,17.333333333333332,6.0,0.04287295043468475,0.02880266308784485,0.03276311978697777,0.024588833563029766,0.19416575133800507,0.18270119279623032,0.2202243714156065,0.16662010025914437,86.0,73.5,61.0,38.0,1.5555555555555556,1.007452844090775,0.05348405205354058,0.039403788347514915,2.402387459488309,0.6531926246242246,0.48897793889045715,0.09809838235378265,0.7661937475204468,0.09239518642425537,0.3152957838297177,0.13006546457224855,-0.00933929563033445,0.23598097999621306,0.0,0.0,0.5573564459537638,0.09326472681878262,0.05309734513274336,0.043233082706766915,0,-0.8347835216568094,-1.2497748610608441
